Application_mode,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Previous_qualification_grade,Admission_grade,Displaced,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade
1,0,1,0,0,18,131.0,126.1,1,6,6,12.142857142857142,6,6,11.166666666666666
17,0,1,0,1,19,131.0,126.5,1,7,7,13.875714285714285,8,7,13.085714285714284
17,0,1,0,0,20,108.0,107.3,0,6,0,0.0,6,0,0.0
17,0,1,0,1,19,133.1,95.0,1,6,6,11.666666666666666,6,0,0.0
1,0,1,0,0,18,122.0,116.1,1,6,6,13.153846153846152,6,3,11.0
1,0,1,0,1,18,143.0,134.6,1,6,6,14.5,6,6,12.833333333333334
17,0,1,0,1,18,135.0,128.0,1,7,7,14.44142857142857,8,8,13.65625
17,0,1,0,0,18,148.0,144.2,1,6,6,15.166666666666666,6,6,14.285714285714286
17,0,1,0,1,18,134.0,129.5,0,5,5,11.6,5,4,12.625
17,1,1,0,0,18,122.0,116.8,1,6,6,11.666666666666666,6,6,12.333333333333334
44,0,1,0,1,20,160.0,160.0,0,6,6,12.625,6,6,13.2
16,0,1,0,1,19,126.0,127.1,1,6,3,12.666666666666666,6,6,11.0
17,0,1,0,1,18,138.0,126.3,1,6,6,12.833333333333334,6,6,13.0
1,0,1,0,1,19,115.0,112.9,1,6,6,11.857142857142858,6,6,13.142857142857142
17,0,1,0,0,19,141.0,130.2,1,6,5,11.4,6,4,10.75
43,0,1,0,0,19,100.0,100.0,0,5,5,14.857142857142858,5,5,15.142857142857142
1,0,1,0,0,19,130.0,121.6,0,6,6,14.714285714285714,6,6,15.833333333333334
15,1,1,0,0,20,130.0,130.0,0,6,6,13.5,6,5,13.0
18,0,1,0,1,18,135.0,121.7,1,5,4,11.5,5,5,12.4
7,0,1,0,0,33,120.0,120.0,0,5,2,14.0,5,0,0.0
1,0,1,0,1,19,148.0,143.5,0,7,6,12.833333333333334,6,0,0.0
17,0,1,0,1,18,136.0,128.3,0,7,7,13.428571428571429,8,8,14.75
17,0,1,0,0,19,108.0,111.9,0,6,0,0.0,6,0,0.0
44,0,1,0,0,19,140.0,140.0,0,6,3,11.666666666666666,6,4,11.5
1,0,1,0,0,18,153.0,137.6,1,6,6,16.0,6,6,14.333333333333334
1,0,1,0,0,20,135.0,135.0,1,6,6,13.833333333333334,6,6,11.833333333333334
1,0,1,0,0,19,146.0,133.8,1,8,8,13.2325,8,8,13.2325
1,0,1,1,1,18,130.0,126.9,1,6,6,14.0,6,6,14.166666666666666
17,1,1,1,1,19,113.0,106.7,1,6,2,10.0,6,0,0.0
43,0,1,0,0,25,145.7,145.7,1,16,15,13.333333333333334,13,11,12.272727272727272
17,0,1,0,1,20,145.0,153.1,1,6,6,12.5,6,6,14.333333333333334
1,0,1,0,0,19,126.0,118.7,0,6,6,12.5,6,6,11.5
17,1,1,1,0,33,160.0,161.8,1,5,2,10.5,5,0,0.0
18,1,1,1,0,18,134.0,124.9,1,5,3,10.666666666666666,5,3,11.333333333333334
1,0,1,1,0,18,163.0,150.8,1,5,4,10.5,5,2,10.5
15,0,1,0,0,19,130.0,130.0,0,5,4,12.0,5,5,11.4
1,0,1,0,0,18,165.0,163.6,1,0,0,0.0,0,0,0.0
43,0,1,0,0,19,142.0,115.0,0,5,5,11.5,5,2,10.666666666666666
1,0,1,0,0,18,156.0,136.8,1,6,6,14.0,6,6,13.5
17,0,1,0,0,18,141.0,130.9,1,6,6,13.5,6,5,12.6
1,0,1,0,0,18,143.0,127.0,1,8,8,13.07375,8,8,13.07375
39,0,1,0,0,37,133.1,120.0,0,7,2,10.75,7,0,0.0
1,0,1,0,0,20,133.0,126.0,0,6,1,12.0,5,0,0.0
1,0,1,0,1,20,172.0,153.8,1,6,6,14.0,6,6,13.333333333333334
15,0,1,1,0,21,140.0,140.0,0,6,6,12.333333333333334,6,6,13.428571428571429
17,0,1,0,1,18,142.0,136.6,0,7,7,13.464285714285714,8,8,14.788888888888888
39,0,1,0,0,26,140.0,105.0,0,6,3,10.666666666666666,6,5,11.2
39,1,1,0,0,41,133.1,139.4,0,5,5,11.6,5,5,12.2
1,0,1,0,1,18,148.0,140.0,1,6,6,13.666666666666666,6,6,14.666666666666666
1,1,1,0,0,18,137.0,130.8,0,8,8,14.4025,8,8,14.4025
1,0,1,0,0,31,143.0,138.8,1,7,7,15.46875,8,8,16.3875
1,1,1,0,0,23,133.1,110.0,0,6,6,12.625,6,6,14.166666666666666
1,0,1,0,0,19,138.0,127.8,1,7,6,14.983333333333334,7,6,14.983333333333334
16,0,1,0,1,20,138.0,134.2,1,6,6,15.0,6,6,13.0
39,0,1,0,0,40,150.0,143.0,0,9,9,15.88888888888889,7,7,14.142857142857142
44,1,1,0,0,32,120.0,120.0,1,6,4,11.5,6,3,11.0
1,0,1,0,0,24,110.0,113.2,1,6,2,10.5,6,1,10.0
17,0,1,0,0,18,146.0,135.8,1,7,6,13.983333333333334,7,6,13.983333333333334
1,0,1,0,0,18,148.0,143.5,0,6,6,13.0,6,6,12.833333333333334
1,0,1,0,1,18,145.0,148.9,1,6,6,13.666666666666666,6,6,13.0
39,0,0,0,0,27,133.1,115.6,1,6,0,0.0,6,0,0.0
1,0,1,0,0,18,160.0,159.3,0,5,5,14.4,5,5,15.4
39,0,1,0,0,26,150.0,138.5,0,5,4,12.0,5,4,11.25
1,0,1,0,0,19,130.0,133.2,1,6,6,14.166666666666666,6,6,13.666666666666666
17,0,1,0,0,19,120.0,117.6,1,6,5,12.2,6,6,12.0
18,0,1,0,0,21,115.0,108.7,1,5,3,12.0,5,3,12.666666666666666
1,0,1,0,0,24,133.1,106.0,1,5,2,10.5,5,1,11.0
17,0,1,0,0,20,120.0,122.6,0,6,3,12.333333333333334,6,2,10.5
1,0,1,0,0,18,134.0,127.4,1,6,5,12.2,6,5,12.2
39,0,1,0,0,30,133.1,100.0,0,6,0,0.0,6,0,0.0
1,1,0,0,0,22,133.1,95.0,1,7,6,11.5,7,6,13.166666666666666
7,0,1,0,0,21,130.0,130.0,0,9,9,10.88888888888889,10,10,11.615384615384617
39,0,1,0,0,26,120.0,122.8,0,7,6,12.166666666666666,8,8,11.675
17,0,1,0,0,23,115.0,115.0,1,5,2,10.0,5,1,12.0
17,0,1,0,1,18,135.0,145.9,0,6,6,12.666666666666666,6,6,12.166666666666666
1,1,1,0,0,21,133.1,143.0,1,6,5,11.4,6,5,12.2
43,0,1,0,1,18,145.0,100.0,0,0,0,0.0,0,0,0.0
17,0,1,0,0,21,130.0,121.3,1,5,2,13.0,5,4,12.0
17,0,1,0,0,18,118.0,121.2,1,6,5,13.4,6,5,12.0
17,0,1,0,1,19,138.0,125.1,1,6,6,13.5,6,5,12.8
17,0,1,0,0,22,122.0,112.9,1,6,4,12.25,6,3,11.333333333333334
1,0,1,0,0,19,126.0,120.8,1,6,6,12.285714285714286,6,6,12.833333333333334
1,0,0,0,0,19,121.0,114.0,1,5,0,0.0,5,0,0.0
17,0,1,0,0,19,152.0,132.1,1,6,2,10.5,6,1,13.0
44,0,1,0,0,27,160.0,160.0,0,5,3,14.0,5,5,12.0
10,0,1,0,0,22,134.0,134.0,1,5,5,14.2,5,5,12.2
1,0,1,0,0,18,128.0,124.2,1,6,5,13.0,6,6,13.142857142857142
17,0,1,0,0,20,125.0,115.6,1,6,6,11.0,6,4,12.75
43,0,1,0,0,34,130.0,128.2,0,8,3,11.0,7,2,10.0
17,0,1,0,0,18,138.0,132.8,1,7,6,12.385714285714286,8,8,13.755555555555556
17,0,1,1,0,20,121.0,123.1,1,6,4,14.75,6,4,12.25
1,0,1,0,0,20,134.0,125.6,1,5,5,16.166666666666668,5,5,15.833333333333334
39,0,1,1,0,25,130.0,115.0,0,5,0,0.0,5,0,0.0
1,0,1,1,0,18,126.0,123.6,1,5,5,12.4,5,3,13.0
1,0,0,1,0,18,148.0,141.7,0,6,5,11.6,6,4,13.0
17,0,1,0,1,18,160.0,139.0,1,6,5,12.2,6,0,0.0
17,0,1,0,1,19,118.0,118.0,0,6,5,11.0,6,5,12.8
17,0,1,0,1,19,150.0,142.0,1,6,6,12.333333333333334,6,5,12.4
44,0,1,0,1,21,140.0,143.4,0,6,6,14.833333333333334,6,6,12.571428571428571
42,0,1,0,0,29,100.0,115.9,0,10,9,11.555555555555555,11,10,11.9
1,0,1,0,1,20,110.0,105.1,1,6,6,12.0,6,6,11.833333333333334
51,1,1,0,1,21,140.0,138.0,1,13,11,12.727272727272728,11,10,12.6
43,0,1,0,0,34,133.1,114.7,0,2,2,10.5,1,1,11.0
1,0,1,0,0,20,140.0,130.5,1,6,6,12.333333333333334,6,6,12.0
39,0,1,1,0,24,110.0,134.3,0,5,0,0.0,5,1,12.0
1,0,1,1,0,18,148.0,137.5,0,7,7,14.842857142857143,8,8,14.38888888888889
1,0,1,1,0,19,137.0,125.3,0,7,7,12.2,7,7,12.2
1,0,1,1,1,18,120.0,111.3,0,5,4,10.8,5,4,11.75
39,0,1,1,0,28,120.0,144.8,0,5,4,12.75,5,5,14.333333333333334
39,0,1,1,0,28,130.0,152.1,0,5,2,11.0,5,1,12.0
17,0,1,1,0,20,132.0,126.1,0,6,4,10.75,6,0,0.0
43,0,1,1,0,22,130.0,136.0,1,8,8,12.55375,8,8,12.55375
1,0,1,1,0,19,128.0,124.3,1,8,7,12.665714285714284,8,7,12.665714285714284
1,0,1,1,0,20,132.0,129.9,1,6,6,12.714285714285714,6,4,13.0
39,0,1,1,0,26,133.1,136.1,0,7,2,11.75,5,0,0.0
1,0,0,1,0,21,120.0,115.1,1,6,3,11.0,6,0,0.0
16,0,1,1,0,18,145.0,143.6,1,0,0,0.0,0,0,0.0
17,0,1,1,0,18,127.0,115.8,1,5,5,13.4,5,5,12.2
1,0,1,1,0,22,135.0,149.0,1,17,17,12.578947368421051,17,17,12.117647058823527
39,0,1,1,0,36,133.1,100.0,0,5,0,0.0,5,0,0.0
1,0,1,1,1,20,125.0,133.4,1,6,6,12.0,6,6,11.5
17,0,1,1,0,20,127.0,122.8,0,6,3,12.333333333333334,6,0,0.0
39,0,1,1,0,25,133.1,151.2,0,5,4,11.5,5,3,13.5
39,0,1,1,0,35,150.0,137.0,0,6,5,12.8,6,5,13.833333333333334
1,0,1,1,0,22,133.1,118.0,0,0,0,0.0,0,0,0.0
43,0,1,1,0,26,150.0,126.4,0,7,7,13.285714285714286,8,7,12.142857142857142
44,1,0,1,0,20,130.0,130.0,0,6,4,11.8,6,2,12.0
43,0,1,1,0,50,133.1,112.5,0,13,6,11.333333333333334,11,2,13.5
1,0,1,1,0,20,125.0,118.3,0,8,5,12.002,8,5,12.002
1,0,1,1,0,20,127.0,121.4,0,7,5,13.976666666666668,8,8,13.22222222222222
7,0,0,1,0,35,140.0,140.0,0,6,5,15.2,6,1,11.0
1,0,1,1,1,19,110.0,109.0,0,6,6,13.142857142857142,6,6,14.166666666666666
39,0,1,1,0,43,133.1,110.0,0,5,0,0.0,5,0,0.0
17,0,1,1,0,19,124.0,119.8,0,8,7,13.867142857142856,8,7,13.867142857142856
39,0,1,1,0,25,114.0,130.0,0,8,6,12.675,8,6,12.675
16,0,1,1,0,19,155.0,167.3,1,0,0,0.0,0,0,0.0
17,0,1,1,1,20,114.0,111.9,1,6,6,12.0,6,6,12.5
1,0,1,1,0,22,133.1,136.0,1,0,0,0.0,0,0,0.0
1,0,1,1,1,19,125.0,124.0,0,6,6,11.0,6,5,12.2
39,0,1,1,0,32,120.0,132.9,0,5,4,10.75,5,4,11.333333333333334
39,0,1,1,0,57,100.0,154.0,1,6,5,14.2,6,6,14.166666666666666
1,0,0,1,0,20,133.1,115.0,0,7,4,12.6,7,4,11.575
39,0,0,1,0,38,120.0,96.0,1,5,0,0.0,5,0,0.0
39,0,1,1,0,45,120.0,168.2,0,5,5,14.0,5,5,14.166666666666666
39,1,0,1,0,43,110.0,140.0,0,6,2,10.0,6,4,12.25
17,0,1,1,0,19,144.0,137.4,1,6,6,13.833333333333334,6,6,13.125
39,0,0,1,0,49,133.1,150.0,0,5,2,11.0,5,1,11.0
39,0,1,1,0,43,133.1,100.5,1,8,7,11.635714285714286,8,7,11.635714285714286
39,0,1,1,0,34,133.1,148.5,0,6,4,12.25,5,0,0.0
17,1,1,1,0,18,138.0,123.3,1,5,4,12.5,5,5,11.285714285714286
39,0,1,1,0,43,120.0,138.7,0,5,5,13.8,5,5,13.666666666666666
1,0,1,1,0,21,120.0,117.2,0,6,3,12.0,6,1,11.0
39,0,1,1,0,40,160.0,114.3,0,5,3,11.0,5,4,12.5
17,0,1,1,1,19,134.0,125.3,1,6,4,13.75,6,6,11.555555555555555
1,0,1,1,0,27,133.1,97.0,0,6,6,10.666666666666666,6,4,11.25
42,0,1,1,0,43,110.0,140.0,0,7,0,0.0,8,2,13.15
43,0,1,1,0,31,130.0,124.0,0,5,5,13.833333333333334,5,5,15.4
44,1,1,1,0,26,140.0,140.0,1,6,0,0.0,6,0,0.0
39,0,1,1,0,34,150.0,127.0,0,5,5,15.8,5,5,16.8
43,0,1,1,0,30,100.0,110.0,0,14,12,12.52608695652174,14,12,12.52608695652174
39,0,1,1,0,36,133.1,170.0,0,7,6,12.783333333333331,8,0,0.0
7,1,0,1,0,46,120.0,120.0,0,5,0,0.0,5,1,10.0
17,0,1,1,0,22,133.1,130.0,0,5,3,13.0,5,3,10.666666666666666
7,0,1,1,0,27,130.0,130.0,0,6,0,0.0,6,0,0.0
1,0,1,1,0,20,126.0,122.5,1,5,5,10.8,5,3,12.0
51,0,1,1,0,20,130.0,115.7,0,5,5,11.0,5,3,10.0
42,1,0,1,0,31,140.0,120.0,0,4,0,0.0,5,0,0.0
1,1,1,1,0,20,140.0,166.0,1,5,0,0.0,5,0,0.0
17,0,0,1,0,21,145.0,132.8,1,6,2,12.0,6,0,0.0
17,0,1,1,0,21,133.1,100.0,0,5,4,10.75,5,2,11.0
1,0,1,1,0,19,127.0,121.8,0,5,5,11.6,5,4,13.5
17,0,1,1,1,20,114.0,109.5,1,5,5,11.8,5,4,11.6
1,0,1,1,0,18,140.0,138.3,0,6,6,16.0,6,6,15.166666666666666
1,0,1,1,1,18,140.0,131.6,0,6,6,12.666666666666666,6,6,11.5
39,1,1,1,0,30,120.0,125.3,0,7,4,14.4,7,6,13.5
39,1,0,1,0,34,133.1,101.5,0,6,0,0.0,6,0,0.0
17,1,0,1,0,21,115.0,109.1,0,6,4,12.25,6,4,13.4
44,0,1,1,0,20,123.9,123.9,0,7,5,12.6,9,8,12.75
1,0,1,1,0,18,157.0,143.0,0,8,7,13.4,8,7,13.4
1,1,1,1,0,21,127.0,126.3,1,0,0,0.0,0,0,0.0
42,0,1,1,0,26,120.0,113.3,0,6,1,10.0,6,0,0.0
17,1,1,1,0,20,130.0,119.9,1,5,0,0.0,5,0,0.0
44,0,1,1,0,25,140.0,140.0,0,6,3,11.25,6,4,11.2
17,0,1,1,0,19,109.0,108.0,0,5,0,0.0,5,0,0.0
39,0,1,1,0,24,143.0,100.0,1,5,3,10.666666666666666,5,1,14.0
1,0,1,1,0,20,125.0,132.4,0,5,4,11.75,5,5,13.4
1,0,1,1,0,20,136.0,137.1,0,5,0,0.0,5,0,0.0
5,0,1,0,0,18,157.0,138.1,1,6,6,12.666666666666666,6,6,14.125
39,0,1,0,0,25,160.0,130.0,0,7,7,11.95,8,7,12.042857142857144
17,0,1,0,0,22,116.0,109.7,1,6,5,14.0,6,6,15.666666666666666
43,0,0,0,0,41,113.0,128.2,0,6,0,0.0,6,0,0.0
1,1,1,0,1,19,130.0,117.8,0,5,2,11.5,5,0,0.0
43,0,1,0,0,21,150.0,150.0,1,6,6,12.0,6,5,12.8
39,1,1,0,0,30,110.0,160.0,1,6,6,16.428571428571427,6,6,16.666666666666668
1,0,1,0,1,21,101.0,104.5,1,7,5,13.336000000000002,8,7,13.207142857142856
39,0,1,0,1,26,110.0,112.8,0,7,0,0.0,8,0,0.0
15,0,1,0,0,21,133.1,100.0,0,7,7,14.666666666666666,6,6,14.0
1,0,1,0,0,18,138.0,132.5,1,8,7,14.115714285714288,8,7,14.115714285714288
1,0,1,0,1,19,138.0,123.3,1,6,6,14.857142857142858,6,6,13.11111111111111
1,0,1,0,1,18,141.0,128.9,1,6,6,13.833333333333334,6,6,13.714285714285714
17,0,1,0,0,19,129.0,128.3,1,5,3,11.0,5,4,11.75
43,0,1,0,0,21,127.0,100.0,0,6,4,11.75,6,3,13.666666666666666
17,0,1,0,1,18,133.0,120.1,1,5,2,10.0,5,2,12.0
39,0,1,0,1,24,100.0,160.0,1,8,6,12.415,8,6,12.415
1,0,1,0,0,21,138.0,123.0,1,5,1,11.0,5,2,10.5
44,0,1,0,0,23,150.0,150.0,1,6,5,14.428571428571429,6,6,13.428571428571429
17,0,1,0,1,18,129.0,124.0,1,8,7,14.312857142857142,8,7,14.312857142857142
39,0,0,0,0,26,130.0,120.0,0,6,6,15.428571428571429,6,5,14.5
1,0,1,0,0,20,133.0,120.4,1,5,4,12.0,5,5,13.4
1,0,1,0,0,18,133.0,131.6,0,6,6,13.833333333333334,6,6,13.714285714285714
1,0,1,0,0,20,107.0,104.2,1,6,6,12.166666666666666,6,6,12.142857142857142
1,0,1,0,0,20,131.0,122.0,1,8,7,14.014285714285714,8,7,14.014285714285714
17,0,1,0,0,18,118.0,110.7,1,6,2,10.333333333333334,6,3,13.333333333333334
1,0,1,0,1,22,136.0,121.7,1,6,5,13.2,6,5,13.6
1,1,1,0,0,20,125.0,126.0,1,7,6,15.4,7,6,15.4
17,0,1,0,1,19,137.0,128.4,1,7,7,13.385714285714286,8,8,15.925
1,1,1,0,0,18,144.0,134.9,1,6,6,10.857142857142858,6,4,11.0
17,0,1,0,0,18,146.0,143.9,0,5,5,11.333333333333334,5,5,12.0
1,0,1,0,1,19,145.0,145.0,1,5,4,14.5,5,5,13.6
1,0,1,0,1,19,126.0,132.0,1,6,6,14.166666666666666,6,6,12.375
17,0,1,0,0,24,141.0,136.1,0,6,6,12.833333333333334,6,6,12.0
1,0,1,0,0,21,141.0,138.9,0,6,6,13.333333333333334,6,6,14.5
1,0,1,0,1,20,133.1,102.0,1,6,6,13.666666666666666,6,6,14.571428571428571
39,1,0,0,1,28,133.1,123.0,0,6,6,10.833333333333334,6,5,11.0
1,0,1,0,0,21,127.0,137.5,1,6,6,13.428571428571429,6,6,13.142857142857142
1,1,1,1,0,20,106.0,102.2,1,7,7,12.401428571428571,8,6,11.808333333333332
42,0,0,1,0,36,130.0,105.3,0,6,0,0.0,6,0,0.0
39,0,0,1,0,42,110.0,130.0,0,4,0,0.0,5,0,0.0
39,0,1,1,0,47,150.0,122.5,0,5,4,11.5,5,5,11.6
39,0,0,1,0,25,160.0,112.0,0,5,0,0.0,5,0,0.0
39,0,1,1,1,25,170.0,110.0,0,6,6,14.142857142857142,6,6,13.5
39,0,1,1,0,48,133.1,149.5,0,6,0,0.0,5,0,0.0
43,0,1,1,1,32,120.0,141.0,0,10,10,13.8,10,10,12.8
7,0,1,1,0,38,130.0,130.0,0,10,10,13.6,10,5,13.6
7,0,1,1,0,37,130.0,130.0,0,16,15,11.733333333333333,11,9,11.88888888888889
39,0,0,1,0,26,120.0,104.0,0,5,1,10.0,5,1,10.0
44,0,1,1,0,23,110.0,110.0,0,6,0,0.0,6,0,0.0
44,0,1,1,0,23,120.0,120.0,0,6,0,0.0,6,0,0.0
44,0,1,1,0,20,130.0,130.0,0,6,4,10.8,6,4,12.0
39,0,1,1,0,26,150.0,127.0,1,7,6,13.046666666666669,8,7,13.30625
43,0,1,0,0,45,120.0,100.0,0,9,8,11.0,7,6,10.833333333333334
39,0,1,0,1,26,100.0,111.0,1,6,3,12.333333333333334,6,3,11.666666666666666
43,0,1,0,0,26,133.1,130.0,0,11,10,11.8,7,7,13.285714285714286
39,0,1,0,0,25,130.0,130.1,0,5,3,11.0,5,3,11.25
16,0,1,0,0,18,145.0,127.5,1,8,8,13.11,8,8,13.11
7,0,1,0,0,27,130.0,130.0,1,8,7,14.414285714285716,8,7,14.414285714285716
17,0,0,0,0,24,115.0,115.0,0,5,0,0.0,5,0,0.0
17,0,1,0,0,20,124.0,126.8,1,5,5,12.333333333333334,5,5,12.2
1,0,1,0,1,18,124.0,116.7,1,7,0,0.0,7,1,10.0
17,0,1,0,1,18,134.0,128.5,1,7,7,14.1,8,8,13.3125
1,0,1,0,0,18,137.0,127.5,1,8,8,13.045,8,8,13.045
1,0,1,1,0,19,124.0,117.5,1,8,5,12.858,8,5,12.858
42,0,1,0,1,19,136.0,148.8,1,8,8,14.2525,8,8,14.2525
1,0,1,0,1,19,126.0,120.2,0,7,5,14.06,7,7,11.242857142857142
1,0,1,0,0,18,142.0,127.3,1,8,7,15.075714285714286,8,7,15.075714285714286
17,0,1,0,1,18,141.0,136.1,1,0,0,0.0,0,0,0.0
43,0,1,0,0,19,129.0,122.4,1,5,4,13.75,6,5,12.6
7,0,1,0,0,23,130.0,130.0,1,17,17,13.15,12,12,13.214285714285714
1,0,1,0,1,21,136.0,121.7,1,6,5,12.333333333333334,6,5,11.8
1,0,1,0,1,18,137.0,122.7,1,7,7,13.778571428571428,8,8,13.122222222222222
1,1,0,0,0,20,125.0,129.2,1,6,3,10.333333333333334,6,1,11.0
43,0,1,0,0,23,119.0,105.0,1,6,3,11.333333333333334,6,2,11.0
1,0,1,0,0,20,132.0,129.9,1,6,5,13.2,6,6,12.666666666666666
1,0,1,0,1,18,152.0,136.3,0,6,6,13.571428571428571,6,6,12.375
1,0,1,0,0,29,125.0,114.9,0,11,11,12.75,7,7,13.428571428571429
39,0,1,1,0,28,133.1,102.0,1,6,3,13.0,6,1,12.0
1,0,1,1,0,19,120.0,111.3,1,5,3,11.333333333333334,5,4,11.0
39,1,0,1,0,24,148.0,130.9,0,6,0,0.0,6,0,0.0
39,1,1,1,1,33,133.1,100.0,0,0,0,0.0,0,0,0.0
17,0,0,1,0,19,115.0,112.9,1,5,2,12.5,5,1,11.0
1,0,1,1,0,19,120.0,112.7,0,6,6,14.857142857142858,6,6,14.142857142857142
39,0,1,1,0,37,133.1,143.0,0,9,8,12.0,7,7,11.571428571428571
1,1,0,1,1,18,168.0,155.1,1,0,0,0.0,0,0,0.0
39,0,1,1,0,29,130.0,127.6,0,5,0,0.0,5,0,0.0
39,0,1,1,0,37,133.1,146.6,0,7,7,12.828571428571427,8,8,12.6875
39,0,1,1,0,36,137.0,141.0,0,7,0,0.0,8,0,0.0
1,0,1,1,0,19,123.0,120.6,1,6,6,13.333333333333334,6,5,14.0
42,0,1,1,1,33,150.0,110.0,1,14,14,13.072857142857144,14,14,13.072857142857144
42,0,0,1,0,34,120.0,108.6,0,7,5,12.0,7,3,11.0
1,0,1,0,0,18,145.0,134.9,1,6,6,15.5,6,6,16.0
44,0,1,0,0,20,120.0,120.0,1,6,0,0.0,6,0,0.0
1,0,1,0,1,19,142.0,141.3,0,6,6,14.714285714285714,6,6,15.166666666666666
1,0,1,0,0,20,147.0,135.6,1,6,6,16.714285714285715,6,6,15.333333333333334
1,0,1,0,1,19,125.0,121.5,1,6,6,10.857142857142858,6,6,11.666666666666666
1,0,1,0,0,19,126.0,125.0,1,7,6,11.658333333333331,8,6,12.416666666666666
18,0,1,0,1,22,132.0,119.1,1,6,5,11.6,6,6,12.0
1,0,1,0,0,18,122.0,126.6,1,6,6,14.625,6,6,14.142857142857142
1,0,1,0,1,18,123.0,116.7,0,6,6,12.166666666666666,6,6,12.666666666666666
1,0,1,0,0,19,126.0,120.1,1,7,4,13.375,7,6,12.116666666666667
1,0,1,0,1,19,128.0,124.9,0,6,6,12.5,6,6,12.833333333333334
39,1,0,0,0,31,100.0,114.0,1,7,5,12.56,7,5,12.56
17,0,1,0,0,18,140.0,131.1,1,7,7,13.19,8,8,14.23125
1,1,1,0,1,19,145.0,129.3,0,6,3,11.0,6,4,11.25
1,0,1,0,0,18,143.0,129.7,1,0,0,0.0,0,0,0.0
17,0,1,0,1,19,132.0,120.8,0,6,5,11.6,6,6,11.714285714285714
1,0,1,0,0,19,130.0,135.0,0,7,6,14.266666666666666,7,6,14.266666666666666
1,0,1,0,1,19,129.0,117.8,0,5,4,11.0,5,4,13.857142857142858
7,0,1,0,0,30,124.4,130.0,0,10,9,12.666666666666666,7,7,12.428571428571429
43,0,1,0,0,18,127.0,117.6,1,6,0,0.0,6,3,11.0
18,0,1,0,0,18,144.0,130.8,1,8,7,12.771428571428572,8,7,12.771428571428572
18,0,1,0,0,21,121.0,111.9,1,5,0,0.0,5,0,0.0
44,0,1,0,1,19,150.0,145.9,0,6,6,15.5,6,6,13.571428571428571
17,0,1,0,1,19,115.0,109.1,1,6,6,13.285714285714286,6,5,14.6
1,0,1,0,0,19,125.0,120.3,1,7,5,11.716666666666669,7,5,13.7
17,0,1,0,0,19,117.0,113.5,1,6,6,11.333333333333334,6,4,13.75
1,0,1,0,1,19,121.0,135.4,1,6,6,13.333333333333334,6,5,13.4
39,0,1,0,1,39,140.0,130.2,0,5,4,12.333333333333334,5,2,10.0
1,0,1,0,0,18,129.0,136.4,1,6,6,12.333333333333334,6,6,12.833333333333334
17,0,1,0,0,20,130.0,126.9,1,0,0,0.0,0,0,0.0
17,0,1,0,0,19,131.0,119.8,1,5,5,12.6,5,4,11.6
17,0,1,0,0,18,137.0,124.4,1,5,5,12.6,5,4,11.0
39,1,0,0,0,34,150.0,120.0,0,6,6,14.333333333333334,6,6,12.833333333333334
1,0,1,0,0,22,117.0,111.8,0,5,3,12.0,5,2,11.0
39,0,1,0,0,24,133.1,130.0,1,6,6,14.857142857142858,6,5,13.6
43,0,1,0,0,34,130.0,138.0,0,15,12,11.916666666666666,13,11,13.181818181818182
39,0,1,0,0,46,110.0,114.6,1,5,0,0.0,5,0,0.0
39,0,1,0,0,50,140.0,108.0,0,5,3,13.333333333333334,5,5,12.2
39,0,0,0,0,37,140.0,140.0,0,5,0,0.0,5,0,0.0
1,0,1,0,0,18,148.0,134.7,1,6,6,17.0,6,6,15.5
39,0,1,0,1,25,130.0,110.0,0,6,3,11.666666666666666,6,2,11.333333333333334
39,0,1,0,0,46,140.0,104.8,0,19,19,12.210526315789474,13,13,11.384615384615383
39,0,1,0,1,30,160.0,126.5,0,6,6,13.0,6,5,12.857142857142858
1,1,0,0,0,37,130.0,118.1,0,5,0,0.0,5,0,0.0
39,0,1,0,0,50,120.0,119.9,0,5,2,10.5,5,3,11.0
44,0,1,0,0,20,160.0,160.0,1,6,6,13.571428571428571,6,6,12.714285714285714
39,0,1,0,0,39,133.1,100.5,0,3,1,14.0,2,0,0.0
39,0,0,0,0,53,133.1,110.0,0,5,0,0.0,4,0,0.0
42,0,1,0,0,54,100.0,100.0,1,15,13,12.461538461538462,13,10,11.1
44,0,1,0,0,19,140.0,140.0,1,6,4,14.4,6,5,13.0
18,0,0,0,0,20,109.0,109.0,1,6,0,0.0,6,0,0.0
1,1,1,0,0,18,130.0,120.9,1,6,6,14.333333333333334,6,6,14.166666666666666
53,1,1,0,0,21,130.0,125.8,0,13,11,11.909090909090908,11,11,10.727272727272728
18,0,1,0,0,18,164.0,161.2,1,6,6,13.714285714285714,6,6,14.375
1,1,1,0,0,19,125.0,122.0,1,7,0,0.0,8,0,0.0
17,0,1,0,1,18,137.0,127.9,1,7,5,13.46,7,7,12.2375
1,0,1,0,0,19,133.0,135.8,1,6,6,15.0,6,6,13.333333333333334
1,0,1,0,1,18,163.0,149.7,1,0,0,0.0,0,0,0.0
1,0,1,0,0,19,160.0,137.3,1,6,5,13.4,6,5,12.8
